Traits,Fruit Colour Description,Fruit Colour Description,Fruit Colour Description,Fruit Colour,Fruit Colour,Fruit Colour,Crown,Crown,Crown,Fruit Size,Fruit Size,Fruit Size,Fruit Shape,Fruit Shape,Fruit Shape,Conspicuousness,Conspicuousness,Conspicuousness,Measurement,Measurement,Measurement
Species,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1,Precision,Recall,F1
Dransfieldia micrantha,0.6,0.9333333333333333,0.6309523809523809,0.625,0.8636363636363636,0.6210526315789474,0.25,0.25,0.25,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Drymophloeus litigiosus,0.9833333333333334,0.75,0.8248587570621468,0.9545454545454546,0.75,0.8095238095238095,1.0,1.0,1.0,nan,nan,nan,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Drymophloeus oliviformis,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Dypsis andapae,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.45454545454545453,0.45454545454545453,0.45454545454545453,nan,nan,nan,nan,nan,nan,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Dypsis andrianatonga,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis bejofo,0.5714285714285714,0.9,0.5694444444444444,0.6,0.8181818181818181,0.5555555555555556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis cabadae,0.5,0.46774193548387094,0.4833333333333333,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Dypsis catatiana,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis concinna,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis confusa,0.5807692307692308,0.6810344827586207,0.5974025974025974,0.4,0.4,0.4000000000000001,nan,nan,nan,1.0,1.0,1.0,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Dypsis coursii,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis decaryi,0.6666666666666666,0.9666666666666667,0.7327586206896552,0.6666666666666666,0.9090909090909092,0.7,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Dypsis heterophylla,0.9666666666666667,0.6666666666666666,0.7327586206896552,0.9090909090909092,0.6666666666666666,0.7,1.0,1.0,1.0,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Dypsis hiarakae,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis linearis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis lutescens,0.625,0.95,0.6736842105263159,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Dypsis malcomberi,0.6,0.9333333333333333,0.6309523809523809,0.75,0.9545454545454546,0.8095238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis mananjarensis,nan,nan,nan,nan,nan,nan,0.25,0.25,0.25,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
Dypsis marojejyi,nan,nan,nan,0.45454545454545453,0.45454545454545453,0.45454545454545453,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
Dypsis mcdonaldiana,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis minuta,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Dypsis nodifera,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.45,0.4090909090909091,0.4285714285714286,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Dypsis ovobontsira,0.48214285714285715,0.45,0.46551724137931033,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Dypsis perrieri,0.4666666666666667,0.4827586206896552,0.47457627118644075,0.45454545454545453,0.45454545454545453,0.45454545454545453,nan,nan,nan,1.0,1.0,1.0,0.4,0.3333333333333333,0.3636363636363636,nan,nan,nan
Dypsis prestoniana,0.4791666666666667,0.38333333333333336,0.42592592592592593,0.4375,0.3181818181818182,0.3684210526315789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis procumbens,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis pusilla,0.8333333333333333,0.9827586206896552,0.8912280701754386,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
Dypsis serpentina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis tenuissima,0.9833333333333334,0.75,0.8248587570621468,0.9545454545454546,0.75,0.8095238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis thiryana,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.45,0.4090909090909091,0.4285714285714286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dypsis utilis,0.6011904761904762,0.6574074074074074,0.6131907308377896,0.9090909090909092,0.6666666666666666,0.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Elaeis oleifera,0.6309523809523809,0.6309523809523809,0.6309523809523809,0.9090909090909092,0.6666666666666666,0.7,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.4166666666666667,0.4166666666666667,nan,nan,nan
